market_id,event_id,event_title,title,source_category,category,tag_labels,token_id,outcome_label,volume,liquidity,bid,ask,spread,active,closed,start_date,expiry_date,created_at,url_slug,fetched_at
558966,30615,World Cup Winner ,Will Ivory Coast win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",58374167250364215964582274356498746399676421878376948523944979542572589542202,Yes,31907563.575268395,5279343.70656,0.002,0.003,0.001,True,False,2025-07-02T22:27:22.059Z,2026-07-20T00:00:00Z,2025-07-02T16:54:59.280491Z,will-ivory-coast-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558962,30615,World Cup Winner ,Will Jordan win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",98686749402500678753487703372528277029342097490180026723487433517076969282825,Yes,30415330.08188278,10558210.35273,,0.001,0.001,True,False,2025-07-02T22:27:22.314Z,2026-07-20T00:00:00Z,2025-07-02T16:54:56.940413Z,will-jordan-win-the-2026-fifa-world-cup-233,2026-05-30T07:54:11.206357+00:00
558973,30615,World Cup Winner ,Will Scotland win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",105252206997885252352889070218074909957179496257006510170583432513037465278006,Yes,30174119.322745882,8628034.60377,0.002,0.003,0.001,True,False,2025-07-02T22:27:31.143Z,2026-07-20T00:00:00Z,2025-07-02T16:55:03.304664Z,will-scotland-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558968,30615,World Cup Winner ,Will Egypt win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",30499731947464516579580181356221397335865912996104577000510883912653418218808,Yes,29915727.658491995,8066887.02854,0.002,0.003,0.001,True,False,2025-07-02T22:27:27.82Z,2026-07-20T00:00:00Z,2025-07-02T16:55:00.39017Z,will-egypt-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558975,30615,World Cup Winner ,Will Austria win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",88168215299416146215691671077998911754346458567817860712850392736799004561327,Yes,29390224.89599221,3171780.47559,0.005,0.006,0.001,True,False,2025-07-02T22:27:42.199Z,2026-07-20T00:00:00Z,2025-07-02T16:55:04.511811Z,will-austria-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558952,30615,World Cup Winner ,Will Canada win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",99303605181956827630838461879484468077121754034387765735989859308848389894408,Yes,29346398.368452847,9224340.87751,0.003,0.004,0.001,True,False,2025-07-02T22:27:13.031Z,2026-07-20T00:00:00Z,2025-07-02T16:54:50.932159Z,will-canada-win-the-2026-fifa-world-cup-755,2026-05-30T07:54:11.206357+00:00
558976,30615,World Cup Winner ,Will Croatia win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",106593539437032467615148553707998472829334050617128244920821917025746481184109,Yes,29251364.776766945,2332484.55033,0.008,0.009,0.001,True,False,2025-07-02T22:27:43.058Z,2026-07-20T00:00:00Z,2025-07-02T16:55:05.105151Z,will-croatia-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558971,30615,World Cup Winner ,Will Qatar win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",18605216520960122093689427575806651607517827372535894526532079999408408169156,Yes,29247304.016331848,10655118.0342,,0.001,0.001,True,False,2025-07-02T22:27:31.656Z,2026-07-20T00:00:00Z,2025-07-02T16:55:02.17538Z,will-qatar-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558955,30615,World Cup Winner ,Will Ecuador win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",39971087496427056640429359043364261029374524049464674733142166279730655826181,Yes,29090271.729184177,4733959.3597,0.008,0.009,0.001,True,False,2025-07-02T22:27:12.271Z,2026-07-20T00:00:00Z,2025-07-02T16:54:52.802292Z,will-ecuador-win-the-2026-fifa-world-cup-986,2026-05-30T07:54:11.206357+00:00
558958,30615,World Cup Winner ,Will Australia win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",43661509251351142169227141691164122649250455115438867334436875294380701133091,Yes,28892641.170567766,9519768.17813,0.001,0.002,0.001,True,False,2025-07-02T22:27:17.913Z,2026-07-20T00:00:00Z,2025-07-02T16:54:54.563354Z,will-australia-win-the-2026-fifa-world-cup-816,2026-05-30T07:54:11.206357+00:00
558949,30615,World Cup Winner ,Will Japan win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",19159976531313550247579355752030367100657092033093647047491459813592996250034,Yes,28046927.62181617,408785.04084,0.018,0.019,0.001,True,False,2025-07-02T22:27:08.006Z,2026-07-20T00:00:00Z,2025-07-02T16:54:49.807435Z,will-japan-win-the-2026-fifa-world-cup-112,2026-05-30T07:54:11.206357+00:00
558963,30615,World Cup Winner ,Will Morocco win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",69910730841487615802736046038473620030754616421912831175284551372639933569112,Yes,27937887.66769588,2241612.991,0.014,0.015,0.001,True,False,2025-07-02T22:27:22.568Z,2026-07-20T00:00:00Z,2025-07-02T16:54:57.522078Z,will-morocco-win-the-2026-fifa-world-cup-464,2026-05-30T07:54:11.206357+00:00
558954,30615,World Cup Winner ,Will Tunisia win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",86035858416252385053603758548087253570549129844230230783932738372075949702177,Yes,27864494.13468598,10672882.47807,0.001,0.002,0.001,True,False,2025-07-02T22:27:12.017Z,2026-07-20T00:00:00Z,2025-07-02T16:54:52.219101Z,will-tunisia-win-the-2026-fifa-world-cup-165,2026-05-30T07:54:11.206357+00:00
558970,30615,World Cup Winner ,Will Cape Verde win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",61595193871140044336898809781418183952441527621084596848414908595268863899573,Yes,27529512.14516404,10639169.6786,,0.001,0.001,True,False,2025-07-02T22:27:26.757Z,2026-07-20T00:00:00Z,2025-07-02T16:55:01.531967Z,will-cape-verde-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558981,30615,World Cup Winner ,Will Congo DR win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",87403333427856945144645806003352057704193778078820484282942507058200689996202,Yes,26900844.830787934,2455742.81886,0.001,0.002,0.001,True,False,2025-07-02T22:27:46.901Z,2026-07-20T00:00:00Z,2025-07-02T16:55:07.881367Z,will-congo-dr-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558969,30615,World Cup Winner ,Will Algeria win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",58392024727359233794992635293106675983094683080284912908526627785964160484939,Yes,26718566.84521533,9776171.743,0.001,0.002,0.001,True,False,2025-07-02T22:27:27.012Z,2026-07-20T00:00:00Z,2025-07-02T16:55:00.961642Z,will-algeria-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558945,30615,World Cup Winner ,Will Mexico win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",22587775301869146748237913050505932485648958481571808324285560650057390882036,Yes,26338009.00497672,2582795.73736,0.01,0.011,0.001,True,False,2025-07-02T22:27:01.209Z,2026-07-20T00:00:00Z,2025-07-02T16:54:47.399042Z,will-mexico-win-the-2026-fifa-world-cup-529,2026-05-30T07:54:11.206357+00:00
558940,30615,World Cup Winner ,Will Portugal win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",45415751658241142530386585138386640503488308219341470020075667342738719018629,Yes,26032232.08048566,823728.11207,0.101,0.102,0.001,True,False,2025-07-02T22:26:58.618Z,2026-07-20T00:00:00Z,2025-07-02T16:54:44.492744Z,will-portugal-win-the-2026-fifa-world-cup-912,2026-05-30T07:54:11.206357+00:00
558951,30615,World Cup Winner ,Will Norway win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",60447443643099453130956385288904175887233107411078568881602330835010340506057,Yes,26009608.101046566,1039084.70516,0.026,0.027,0.001,True,False,2025-07-02T22:27:12.778Z,2026-07-20T00:00:00Z,2025-07-02T16:54:50.383881Z,will-norway-win-the-2026-fifa-world-cup-893,2026-05-30T07:54:11.206357+00:00
558956,30615,World Cup Winner ,Will Paraguay win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",93165696161088512376930999170413968261015485018106746563527821398897374023845,Yes,25907035.905413732,7293750.5823,0.002,0.003,0.001,True,False,2025-07-02T22:27:17.403Z,2026-07-20T00:00:00Z,2025-07-02T16:54:53.364208Z,will-paraguay-win-the-2026-fifa-world-cup-967,2026-05-30T07:54:11.206357+00:00
558934,30615,World Cup Winner ,Will Spain win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",4394372887385518214471608448209527405727552777602031099972143344338178308080,Yes,25722450.997266036,726775.3697,0.167,0.168,0.001,True,False,2025-07-02T22:26:48.104Z,2026-07-20T00:00:00Z,2025-07-02T16:54:40.860413Z,will-spain-win-the-2026-fifa-world-cup-963,2026-05-30T07:54:11.206357+00:00
553878,27830,2026 NBA Champion,Will the Chicago Bulls win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",101657448900324364213467059356648689270832606863187352286785694887095023173679,Yes,25350912.14729484,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:42.983826Z,2026-07-01T00:00:00Z,2025-06-19T18:23:38.667491Z,will-the-chicago-bulls-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
558941,30615,World Cup Winner ,Will Netherlands win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",55935183786009449883683540312350046975246300613283087403691731856990327029236,Yes,24860467.90118355,401444.90678,0.042,0.043,0.001,True,False,2025-07-02T22:26:58.109Z,2026-07-20T00:00:00Z,2025-07-02T16:54:45.066939Z,will-netherlands-win-the-2026-fifa-world-cup-739,2026-05-30T07:54:11.206357+00:00
553879,27830,2026 NBA Champion,Will the Portland Trail Blazers win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",82402823484466457361170410951601106261368113664328436062375970009969959380598,Yes,24832577.43866959,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:41.286933Z,2026-07-01T00:00:00Z,2025-06-19T18:23:39.128911Z,will-the-portland-trail-blazers-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
558965,30615,World Cup Winner ,Will Senegal win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",32169302633723235235251659810064817019484855501133685217130365128535248672349,Yes,24452710.186973296,5206995.69282,0.006,0.007,0.001,True,False,2025-07-02T22:27:23.078Z,2026-07-20T00:00:00Z,2025-07-02T16:54:58.719876Z,will-senegal-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558967,30615,World Cup Winner ,Will Ghana win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",43907673646206657865778036957293730446366626078011238443367990170655175896145,Yes,24201771.97313201,9643284.94745,0.002,0.003,0.001,True,False,2025-07-02T22:27:23.843Z,2026-07-20T00:00:00Z,2025-07-02T16:54:59.845064Z,will-ghana-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558974,30615,World Cup Winner ,Will Switzerland win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",62131913648515148266463816694306031394539656598501514114816028349608560215534,Yes,24087481.822231505,1166638.08616,0.01,0.012,0.002,True,False,2025-07-02T22:27:31.4Z,2026-07-20T00:00:00Z,2025-07-02T16:55:03.947467Z,will-switzerland-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
553863,27830,2026 NBA Champion,Will the Los Angeles Lakers win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",86297520870744792204751483474339201341298076835836561764334428915355504860913,Yes,24030698.566587575,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:17.579143Z,2026-07-01T00:00:00Z,2025-06-19T18:23:31.302657Z,will-the-los-angeles-lakers-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
558937,30615,World Cup Winner ,Will Brazil win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",27576533317283401577758999384642760405921738493660383550832555714312627457443,Yes,23099631.861969214,1412122.64172,0.092,0.093,0.001,True,False,2025-07-02T22:26:52.84Z,2026-07-20T00:00:00Z,2025-07-02T16:54:42.713854Z,will-brazil-win-the-2026-fifa-world-cup-183,2026-05-30T07:54:11.206357+00:00
558938,30615,World Cup Winner ,Will Argentina win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",18812649149814341758733697580460697418474693998558159483117100240528657629879,Yes,22827938.730100892,1256302.87167,0.085,0.086,0.001,True,False,2025-07-02T22:26:52.071Z,2026-07-20T00:00:00Z,2025-07-02T16:54:43.302408Z,will-argentina-win-the-2026-fifa-world-cup-245,2026-05-30T07:54:11.206357+00:00
558944,30615,World Cup Winner ,Will Uruguay win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",97239126062673310243763617236644392945530356142765650402171508075574679292913,Yes,22283526.148839667,6996875.00683,0.01,0.011,0.001,True,False,2025-07-02T22:27:01.463Z,2026-07-20T00:00:00Z,2025-07-02T16:54:46.856637Z,will-uruguay-win-the-2026-fifa-world-cup-932,2026-05-30T07:54:11.206357+00:00
558939,30615,World Cup Winner ,Will Germany win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",81739002353269632749850710185641576213562066971072676369728657545679630163887,Yes,21946946.8094807,1034940.65914,0.051,0.052,0.001,True,False,2025-07-02T22:26:57.855Z,2026-07-20T00:00:00Z,2025-07-02T16:54:43.890444Z,will-germany-win-the-2026-fifa-world-cup-467,2026-05-30T07:54:11.206357+00:00
558947,30615,World Cup Winner ,Will Colombia win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",98803390175521456712653678280474920637934596234667490983228578374641217211132,Yes,21453938.40570455,5520711.67189,0.017,0.018,0.001,True,False,2025-07-02T22:27:07.752Z,2026-07-20T00:00:00Z,2025-07-02T16:54:48.514643Z,will-colombia-win-the-2026-fifa-world-cup-734,2026-05-30T07:54:11.206357+00:00
558946,30615,World Cup Winner ,Will Belgium win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",30815807067456631524510535002617106205417832891402132396713720656146245200000,Yes,21399693.91459132,3977930.59631,0.017,0.018,0.001,True,False,2025-07-02T22:27:08.513Z,2026-07-20T00:00:00Z,2025-07-02T16:54:47.961968Z,will-belgium-win-the-2026-fifa-world-cup-358,2026-05-30T07:54:11.206357+00:00
558935,30615,World Cup Winner ,Will England win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",115556263888245616435851357148058235707004733438163639091106356867234218207169,Yes,21342580.825306654,1297071.71129,0.111,0.112,0.001,True,False,2025-07-02T22:26:52.326Z,2026-07-20T00:00:00Z,2025-07-02T16:54:41.473096Z,will-england-win-the-2026-fifa-world-cup-937,2026-05-30T07:54:11.206357+00:00
553881,27830,2026 NBA Champion,Will the Atlanta Hawks win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",46018378684967856456278619377189791752501136727354913341087475972513992392267,Yes,20381601.205738634,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:42.730208Z,2026-07-01T00:00:00Z,2025-06-19T18:23:40.327679Z,will-the-atlanta-hawks-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
558977,30615,World Cup Winner ,Will Haiti win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",113379015922744700109400673843380371641970914885846970213129353605968934558386,Yes,20083330.48882009,10787585.34874,,0.001,0.001,True,False,2025-07-02T22:27:41.944Z,2026-07-20T00:00:00Z,2025-07-02T16:55:05.66214Z,will-haiti-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
553871,27830,2026 NBA Champion,Will the Detroit Pistons win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",59742411602053785892348440048778056320272639465974092140970920277782290781360,Yes,19122304.712672807,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:28.153322Z,2026-07-01T00:00:00Z,2025-06-19T18:23:35.537981Z,will-the-detroit-pistons-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
553857,27830,2026 NBA Champion,Will the Cleveland Cavaliers win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",21929863894047830651599085392978377118642353711084157807549430066031384497667,Yes,19033724.28667667,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:01.826433Z,2026-07-01T00:00:00Z,2025-06-19T18:23:28.173262Z,will-the-cleveland-cavaliers-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
553869,27830,2026 NBA Champion,Will the Philadelphia 76ers win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",5644679982684846699855787022092402984369447277920326773883608030240292167917,Yes,17979233.991708636,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:22.667797Z,2026-07-01T00:00:00Z,2025-06-19T18:23:34.695865Z,will-the-philadelphia-76ers-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
553859,27830,2026 NBA Champion,Will the Minnesota Timberwolves win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",5771676627182954113677164857547228277089396639521594262964034606220001939923,Yes,17929080.31429684,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:02.079692Z,2026-07-01T00:00:00Z,2025-06-19T18:23:29.148315Z,will-the-minnesota-timberwolves-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
558985,30615,World Cup Winner ,Will Turkiye win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",18704778540677036028551740861729937822696511439974613107767625408338509619395,Yes,17927610.817499913,3458689.05963,0.007,0.008,0.001,True,False,2025-07-02T22:27:52.991Z,2026-07-20T00:00:00Z,2025-07-02T16:55:10.012248Z,will-turkiye-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
553858,27830,2026 NBA Champion,Will the New York Knicks win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",20257190540739490630509657713144742134547949967093643458458133445357169845406,Yes,17630926.64435356,258432.81654,0.32,0.321,0.001,True,False,2025-06-23T16:02:01.572409Z,2026-07-01T00:00:00Z,2025-06-19T18:23:28.658881Z,will-the-new-york-knicks-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
553876,27830,2026 NBA Champion,Will the Toronto Raptors win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",111039354521750894925304771773687530394455073318948424656845140321925374032772,Yes,17582269.99782278,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:41.032278Z,2026-07-01T00:00:00Z,2025-06-19T18:23:37.781466Z,will-the-toronto-raptors-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
553877,27830,2026 NBA Champion,Will the Phoenix Suns win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",106572879185916710503631021854572801471104977091252507745096331167318654083650,Yes,17570704.051959917,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:40.77673Z,2026-07-01T00:00:00Z,2025-06-19T18:23:38.245803Z,will-the-phoenix-suns-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
558979,30615,World Cup Winner ,Will Panama win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",112181485529919660901332188537214992263355343785744498550605179448744432717486,Yes,17511577.665756878,10965792.09075,,0.001,0.001,True,False,2025-07-02T22:27:41.433Z,2026-07-20T00:00:00Z,2025-07-02T16:55:06.783466Z,will-team-z-win-the-2026-fifa-world-cup-316,2026-05-30T07:54:11.206357+00:00
558982,30615,World Cup Winner ,Will Iraq win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",53465512181802150755993130711224070738002100921790051090044528012833736167995,Yes,16488111.348710928,10940931.20943,,0.001,0.001,True,False,2025-07-02T22:27:47.156Z,2026-07-20T00:00:00Z,2025-07-02T16:55:08.445033Z,will-iraq-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
558980,30615,World Cup Winner ,Will Sweden win the 2026 FIFA World Cup?,,Sports,"Soccer, Sports, FIFA World Cup, 2026 FIFA World Cup, Hide From New",41004484905556820430171783088292854654441952667499527125436634397522798168110,Yes,15909303.078277996,8241274.98564,0.005,0.006,0.001,True,False,2025-07-02T22:27:41.179Z,2026-07-20T00:00:00Z,2025-07-02T16:55:07.333475Z,will-sweden-win-the-2026-fifa-world-cup,2026-05-30T07:54:11.206357+00:00
553828,27829,2026 NHL Stanley Cup Champion ,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,,Sports,"Sports, Hockey, NHL, Stanley Cup, 2026 NHL Playoffs",101738487887518832481587379955535423775326921556438741919099866785354159699479,Yes,15646089.198234096,265728.90096,,0.001,0.001,True,True,2025-06-23T16:00:32.063001Z,2026-06-30T00:00:00Z,2025-06-19T18:02:53.040259Z,will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,2026-05-30T07:54:11.206357+00:00
553867,27830,2026 NBA Champion,Will the Golden State Warriors win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",24562451406833903239172268319519891863383297300349256425313284172658771272863,Yes,15519471.19299574,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:21.652045Z,2026-07-01T00:00:00Z,2025-06-19T18:23:33.727208Z,will-the-golden-state-warriors-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
553864,27830,2026 NBA Champion,Will the Orlando Magic win the 2026 NBA Finals?,,Sports,"Sports, NBA, NBA Finals, Basketball, NBA Champion, 2026 NBA Playoffs",95140346952277551620015228752585531762813913098320669805735291271863965388665,Yes,15353717.342300974,1221398.35031,,0.001,0.001,True,True,2025-06-23T16:02:21.905414Z,2026-07-01T00:00:00Z,2025-06-19T18:23:31.874228Z,will-the-orlando-magic-win-the-2026-nba-finals,2026-05-30T07:54:11.206357+00:00
